site,year,siteyear,rainfall,mgmt,plot,bloc,Ptrt,Inoc,Cv,order,enduse,Zadok1,SPAD1,SRints1,SRsev1,height,tiller,Zadok2,SRints2,SRsev2,SPAD2,tstwt,HI,yieldKG,yieldBU,tkw,myco,Protein,Moisture,Hardness,Starch,SDS,oldWSC,WSC,W,Cu,Fe,Mn,Zn,Cu_adj,Fe_adj,Mn_adj,Zn_adj,PT1,PT2,PT3,Pseeds,PT2adj,PT3adj,PSEEDSadj,P_uptake,Pfinal,Padj_final
Boyd,2010,Boyd2010,high,organic,63,4,high,none,LOUISE,63,soft,6.2,33.4,5,10,78,380,,5,15,,58.76,,2081.7,31.56,34.9,,10.04,11.34,28.38,56.85,152,303.8711597,340.3619437,42.09,4.493,39.47,40.4,25.58,4.493,39.47,40.4,25.58,2986.1,2362.96,130.98,2959.11,6547.16,362.91,6159.98,0.9444,3090.09,6522.89
Boyd,2010,Boyd2010,high,organic,64,4,high,none,WALWORTH,64,hard,6.5,35.2,8,20,76,460,,8,20,,56.8,,1533.89,24.06,24.1,,11.31,11.5,83.88,56.63,61.6,267.153628,268.3517783,175.5,4.438,47.2,44.48,30.82,4.438,47.2,44.48,30.82,3287.46,2279.44,181.03,3181.95,5709.5,453.44,4880.75,0.915,3362.98,5334.19
Boyd,2010,Boyd2010,high,organic,65,4,high,none,BlancaG,65,hard,5.9,46.2,5,5,72,404,,5,20,,58.37,,1703.61,26,26.4,,12.64,11.67,81.37,55.42,256.1,220.8364195,159.6460623,228.1,5.87,96.28,55.39,30.63,5.87,96.28,55.39,30.63,3094.65,2299.34,220.6,3751.25,4745.33,455.27,6390.68,0.9335,3971.85,6845.95
Boyd,2010,Boyd2010,high,organic,66,4,high,myco,LOUISE,68,soft,6.5,43.8,8,20,82,276,,5,20,,59.9,,2267.87,33.73,36.5,,9.71,10.91,28,57.35,145.9,472.745848,502.5858203,35.92,4.76,38.43,43.4,25.71,4.76,38.43,43.4,25.71,2669.97,2219.35,321.76,3147.38,6699.18,971.23,7137.84,0.8802,3469.14,8109.07
Boyd,2010,Boyd2010,high,organic,67,4,high,myco,WALWORTH,67,hard,6.5,36.1,8,15,77,428,,8,20,,57.38,,1685.84,26.17,28.4,,11.07,11.39,78.03,56.53,52.5,252.3130931,370.8460487,166.4,4.568,44.56,40.62,27.97,4.568,44.56,40.62,27.97,3049.47,2154.52,128.41,3138.97,5931.23,353.51,5291.8,0.9374,3267.38,5645.31
Boyd,2010,Boyd2010,high,organic,68,4,high,myco,ALPOWA,70,soft,6.2,40.2,5,15,76,416,,5,15,,58.37,,1788.36,27.3,28.3,,10.78,10.99,37.39,56.9,181.3,244.2371278,274.1498494,71.37,4.281,34.7,32.42,24.78,4.281,34.7,32.42,24.78,2580.06,2185.03,178.44,2712.38,5194.7,424.23,4850.72,0.9196,2890.82,5274.95
Boyd,2010,Boyd2010,high,organic,69,4,high,myco,BlancaG,66,hard,5.9,44.2,8,15,73,456,,8,20,,58.47,,1339.26,20.41,25.2,,11.76,11.79,73.75,56.3,221.9,312.5247441,249.1405647,193.9,4.787,35.98,42.14,28.59,4.787,35.98,42.14,28.59,2926.26,2173.27,150.57,3229.24,3525.91,244.29,4324.81,0.9465,3379.81,4569.1
Boyd,2010,Boyd2010,high,organic,70,4,high,myco,OTIS,69,hard,5.7,45.9,5,15,78,240,,8,15,,60.37,,1816.61,26.81,26.9,,10.17,10.74,35.37,58.35,163.1,284.6891212,317.3638865,53.1,4.927,40.02,41.05,26.32,4.927,40.02,41.05,26.32,2429.43,2513.1,132.96,3116.88,7305,386.49,5662.17,0.9361,3249.84,6048.66
Boyd,2010,Boyd2010,high,organic,71,4,low,none,BlancaG,71,hard,5.9,49.1,5,10,74,340,,5,15,,60.54,,1873.24,27.57,29,,12.79,11.65,75.32,55.51,255.4,329.9562919,327.4101858,227.4,5.679,43.01,43.38,28.2,5.679,43.01,43.38,28.2,2765.89,2014.67,279.58,3222.88,4571.82,634.45,6037.22,0.9049,3502.46,6671.67
Boyd,2010,Boyd2010,high,organic,72,4,low,none,ALPOWA,72,soft,4.9,40.7,5,15,73,432,,8,15,,59.54,,2091.66,31.3,29.9,,9.74,11.04,32.71,58.26,153,342.4065191,336.2957994,43.07,4.061,33.99,34.72,24.44,4.061,33.99,34.72,24.44,2532.4,2333.39,284.37,3099.86,6488.23,790.72,6483.87,0.8913,3384.23,7274.59
Boyd,2010,Boyd2010,high,organic,73,4,low,none,LOUISE,73,soft,5.9,37.7,5,15,81,332,,5,15,,59.07,,2235.19,33.71,35.5,,8.74,11.02,15.05,57.96,102.9,306.243134,332.6058789,-7.01,4.555,36.82,39.94,25.9,4.555,36.82,39.94,25.9,2681.37,2304.55,241.43,3126,6856.15,718.25,6987.21,0.9068,3367.43,7705.46
Boyd,2010,Boyd2010,high,organic,74,4,low,none,WALWORTH,74,hard,6.5,38.2,8,20,76,424,,8,20,,58.32,,1831.87,27.99,27.5,,10.33,11.28,70.52,57.5,30.5,350.8126353,240.9418725,144.4,4.264,33.66,39.52,27.13,4.264,33.66,39.52,27.13,2807.88,2241.17,107.94,3041.45,6704.2,322.88,5571.53,0.9452,3149.39,5894.41
Boyd,2010,Boyd2010,high,organic,75,4,low,none,OTIS,75,hard,5.7,41.7,8,20,80,412,,8,20,,60.33,,1572.7,23.22,27.2,,9.69,11.15,33.46,58.6,146.3,272.1909033,285.7587925,36.35,4.492,33.96,42.08,29.03,4.492,33.96,42.08,29.03,2635.43,2137.31,206,3281.92,5378.51,518.4,5161.48,0.9087,3487.92,5679.88
Boyd,2010,Boyd2010,high,organic,76,4,low,myco,ALPOWA,79,soft,5.8,41.9,8,15,78,360,,5,10,,59.92,,2410.64,35.85,32.6,,9.34,11.13,27.19,58.45,138.7,392.4453828,342.3227617,28.77,3.98,36.82,33.18,24.41,3.98,36.82,33.18,24.41,2456.43,2471.63,246.23,3105.38,7920.69,789.09,7485.97,0.9046,3351.61,8275.06
Boyd,2010,Boyd2010,high,organic,77,4,low,myco,BlancaG,80,hard,6.5,39.9,8,20,76,248,,5,15,,59.79,,1811.17,26.99,29.3,,11.55,11.78,69.67,56.67,222.6,213.3899384,298.9205999,194.6,5.225,40.28,42.25,28.98,5.225,40.28,42.25,28.98,2853.97,2440.74,145.55,3490.51,5355.14,319.35,6321.89,0.9519,3636.06,6641.24
Boyd,2010,Boyd2010,high,organic,78,4,low,myco,LOUISE,78,soft,6,,5,5,82,436,,5,5,,58.21,,,,37.3,,9.56,11.03,24.64,57.32,141.9,321.660925,317.7178741,31.91,4.727,40.42,37.82,26.94,4.727,40.42,37.82,26.94,2817.37,2261.28,195.91,3115.56,2929.24,253.78,3032.2,0.9228,3311.47,3285.98
Boyd,2010,Boyd2010,high,organic,79,4,low,myco,WALWORTH,77,hard,5.9,40.5,5,10,78,380,,8,25,,60.1,,,,33.9,,9.17,11.54,53.8,58.19,-4.7,256.3017744,295.6017501,109.3,4.307,36.96,41.99,27.22,4.307,36.96,41.99,27.22,3283.52,2229.07,70.02,3345.62,907.48,28.51,834.09,0.967,3415.64,862.6
Boyd,2010,Boyd2010,high,organic,80,4,low,myco,OTIS,76,hard,6,47.3,5,10,73,184,,8,15,,60.87,,1416.65,20.74,29.5,,9.32,11.07,30.29,58.94,132.1,199.456997,229.0357358,22.15,5.7,65.55,44.32,28.58,5.7,65.55,44.32,28.58,2910.64,2373.64,91.08,3426.7,5380.54,206.46,4854.43,0.9592,3517.78,5060.89
Colfax,2010,Colfax2010,high,No-till,1,1,high,none,LOUISE,1,soft,3.2,48.4,2,2,87,276,6.2,5,20,41.8,58.45,,2102.38,32.02,33.8,,9.61,11.52,20.69,57.29,138.9,290.7889323,347.917892,28.96,3.179,42.34,44.62,17.34,3.179,42.34,44.62,17.34,3153.56,2330.62,246.94,3069.62,6521.71,691,6453.51,0.9033,3316.56,7144.51
Colfax,2010,Colfax2010,high,No-till,2,1,high,none,BlancaG,2,hard,4.9,44.2,2,2,76,312,6.5,5,20,39.7,60.7,,2220.22,32.56,30.6,,11.47,11.81,70.36,56.77,212.2,260.9112262,214.4583904,184.2,3.957,43.94,57.39,19.25,3.957,43.94,57.39,19.25,3015.97,2160.43,116.58,3397.85,5810.7,313.55,7543.99,0.9601,3514.43,7857.54
Colfax,2010,Colfax2010,high,No-till,3,1,high,none,WALWORTH,3,hard,3.7,41.5,2,10,82,432,6.5,8,20,42.5,59.68,,2189.94,32.67,28.8,,12.27,11.69,78.8,55.56,92.6,282.6876738,352.5283075,206.5,4.041,44.19,52.21,21.4,4.041,44.19,52.21,21.4,2688.4,2030.94,237.22,3293.32,7262.83,848.31,7212.17,0.8948,3530.54,8060.48
Colfax,2010,Colfax2010,high,No-till,4,1,high,none,ALPOWA,4,soft,3.1,44.4,2,2,78,372,5.9,8,15,42.5,60.09,,2285.43,33.86,31.9,,10.48,11.5,23.69,57.16,177.9,313.5897262,368.9114902,67.92,3.325,37.7,38.05,15.26,3.325,37.7,38.05,15.26,3278.15,2212.63,149.97,2782.04,6722.38,455.64,6358.16,0.9331,2932.01,6813.8
Colfax,2010,Colfax2010,high,No-till,5,1,high,none,OTIS,5,hard,3.2,42.1,2,5,88,312,6.7,8,15,45.2,60.18,,2378.88,35.19,28.4,,12.46,11.64,73.46,56.23,247.2,266.9309895,308.5282317,219.2,4.286,42.83,46.08,16.02,4.286,42.83,46.08,16.02,3095.96,1910.25,99.36,2956.09,7271.31,378.2,7032.19,0.949,3055.45,7410.39
Colfax,2010,Colfax2010,high,No-till,6,1,high,myco,LOUISE,10,soft,3.2,40.2,2,2,85,320,6.2,5,5,34.9,58.8,,2574.02,38.97,34.9,,10.06,11.61,19.34,57.08,157.6,281.7206575,371.413603,47.64,3.647,38.1,45.07,17.18,3.647,38.1,45.07,17.18,3047.06,2478.69,102.24,3103.36,8492.04,350.28,7988.11,0.958,3205.6,8338.39
Colfax,2010,Colfax2010,high,No-till,7,1,high,myco,WALWORTH,8,hard,3.7,47.2,2,5,82,632,6.5,8,20,38.5,59.65,,2127.47,31.75,28.6,,14.52,11.91,76.85,53.49,170,286.7214338,291.3610248,284,3.693,46.52,49.22,19.28,3.693,46.52,49.22,19.28,2653.33,1845.89,395.48,3091.81,6412.79,1373.94,6577.74,0.8272,3487.29,7951.68
Colfax,2010,Colfax2010,high,No-till,8,1,high,myco,ALPOWA,7,soft,3.2,46.5,2,2,78,464,6,8,15,39.5,59.93,,2595.4,38.55,29.8,,11.15,11.37,28.63,56.38,192.6,238.4889491,353.4315138,82.67,2.743,41.39,40.85,13.58,2.743,41.39,40.85,13.58,3048.42,2119.95,121.31,2635.86,7314.37,418.56,6841.09,0.9423,2757.17,7259.65
Colfax,2010,Colfax2010,high,No-till,9,1,high,myco,OTIS,6,hard,3.2,51.8,2,2,85,364,6.5,8,20,48.2,57.57,,1790.2,27.68,25.9,,12.53,10.93,35.81,55.08,218.4,197.6922463,169.7207329,108.4,4.059,51.68,52.11,15.91,4.059,51.68,52.11,15.91,2812.55,1794.94,221.62,2935.01,5141.6,634.83,5254.24,0.8922,3156.63,5889.07
Colfax,2010,Colfax2010,high,No-till,10,1,high,myco,BlancaG,9,hard,4.9,45.9,2,2,76,396,6.2,8,20,46.9,59.22,,2575.07,38.71,28.9,,12.17,11.95,69.04,56.17,236.4,208.4093171,246.5734875,208.4,3.417,42.03,54.87,17.41,3.417,42.03,54.87,17.41,2836.97,2166.25,315.9,3143.44,6757.55,985.45,8094.59,0.8915,3459.34,9080.04
Colfax,2010,Colfax2010,high,No-till,11,1,low,myco,LOUISE,11,soft,3.2,40.9,2,2,80,220,5.7,2,5,36.1,59.93,,1776.31,26.39,36.8,,9.28,11.35,19.18,57.61,132,212.9062317,324.515228,22.03,3.717,45.95,43.39,17.38,3.717,45.95,43.39,17.38,2865.5,2257.2,126.97,3066.14,5336.63,300.2,5446.41,0.9478,3193.11,5746.61
Colfax,2010,Colfax2010,high,No-till,12,1,low,myco,WALWORTH,12,hard,3.9,40.8,2,2,81,340,6.5,8,20,38,59.5,,2042.84,30.56,27.5,,12.19,11.62,75.45,55.77,89.3,288.4271982,250.2791687,203.2,4.063,44.29,47.28,22.24,4.063,44.29,47.28,22.24,2366.51,1861.34,108.82,3701.12,6209.24,363,7560.81,0.9542,3809.94,7923.81
Colfax,2010,Colfax2010,high,No-till,13,1,low,myco,OTIS,13,hard,3.2,45.2,2,2,85,352,6,5,15,44.8,59.28,,2130,31.98,31.8,,12.15,11.06,35.81,55.3,218.4,234.5173998,297.5592894,108.4,3.921,41.01,43.41,17.24,3.921,41.01,43.41,17.24,2946.59,2056.83,97.25,3160.63,7010.13,331.45,6732.13,0.9531,3257.88,7063.58
Colfax,2010,Colfax2010,high,No-till,14,1,low,myco,BlancaG,14,hard,3.2,51.3,2,2,73,304,5.9,8,15,46.7,61.21,,2434.42,35.41,28.3,,11.68,11.76,71.05,56.52,227,189.7021423,223.2182451,199,3.422,45.14,56.78,15.95,3.422,45.14,56.78,15.95,3101.53,2291.24,77.65,3038.42,6757.06,229,7396.8,0.97,3116.07,7625.8
Colfax,2010,Colfax2010,high,No-till,15,1,low,myco,ALPOWA,15,soft,2.7,46.5,2,2,77,312,5.8,5,15,42.1,59.31,,2364.38,35.49,29,,10.72,11.32,29.38,56.69,179.7,268.6760484,267.6277765,69.76,3.075,39.09,38.1,14.42,3.075,39.09,38.1,14.42,2900.24,1995.07,103.65,2503.99,6270.79,325.78,5920.39,0.9478,2607.64,6246.17
Colfax,2010,Colfax2010,high,No-till,16,1,low,none,WALWORTH,19,hard,3.9,37.6,2,5,87,720,6.5,8,15,36.9,58.56,,1983.06,30.15,27.5,,11.66,11.54,76.02,56.3,74.8,274.4204358,293.1368855,188.8,3.34,43.99,51.01,18.81,3.34,43.99,51.01,18.81,2688.32,2100.78,136.26,3441.1,6802.86,441.24,6823.89,0.9393,3577.36,7265.13
Colfax,2010,Colfax2010,high,No-till,17,1,low,none,BlancaG,17,hard,3.2,50.9,2,2,73,492,5.9,8,15,48.6,58.04,,2110.77,32.37,28.5,,13.82,11.73,74.2,54.04,291.3,180.4176382,226.8430976,263.3,3.618,44.33,65.36,17.45,3.618,44.33,65.36,17.45,3300.29,2191.93,204.45,2882.59,5604.8,522.78,6084.49,0.9209,3087.04,6607.27
Colfax,2010,Colfax2010,high,No-till,18,1,low,none,OTIS,18,hard,3.2,42.5,2,5,89,284,6.3,5,15,41.8,60.13,,2468.51,36.54,28.9,,11.15,11.21,33.19,57.12,187.8,221.3450055,171.6636925,77.87,4.11,44.31,46.13,19.28,4.11,44.31,46.13,19.28,3078.67,2001.15,101.77,3330.36,7904.3,401.97,8221.03,0.9534,3432.13,8623
Colfax,2010,Colfax2010,high,No-till,19,1,low,none,ALPOWA,16,soft,2.7,48.9,2,2,79,492,5.9,8,15,49.3,57.61,,2235.66,34.55,27.6,,12.27,11.38,33.77,55.05,226.9,315.8064726,286.9077796,116.9,2.826,39.5,44.78,15.98,2.826,39.5,44.78,15.98,3095.95,1794.06,158.92,2445.36,5332,472.3,5466.98,0.9205,2604.28,5939.28
Colfax,2010,Colfax2010,high,No-till,20,1,low,none,LOUISE,20,soft,3.2,37,2,2,85,324,6,5,10,37.5,59.5,,2593.6,38.81,35.2,,8.94,11.29,13.52,57.96,117.8,228.1390285,248.0148408,7.83,3.349,37.35,43.81,15.94,3.349,37.35,43.81,15.94,2765.21,2161.4,96.5,2938.62,7461.34,333.12,7621.62,0.9581,3035.12,7954.74
Colfax,2010,Colfax2010,high,No-till,21,2,high,none,ALPOWA,21,soft,3.2,39.5,2,2,86,384,5.8,5,15,44.2,60.13,,2421.31,35.85,33.1,,10.12,11.25,27.82,57.12,161.5,307.3239601,339.1414553,51.52,2.607,43.14,35.08,13.56,2.607,43.14,35.08,13.56,3326.34,2190.51,95.49,2528.25,7050.85,307.37,6121.66,0.9522,2623.74,6429.03
Colfax,2010,Colfax2010,high,No-till,22,2,high,none,OTIS,22,hard,3.2,43.5,2,5,98,344,6,5,20,38.2,58.93,,1796.88,27.14,26.1,,12.12,11.33,31.93,55.67,214.4,192.9155767,207.4128768,104.4,3.419,44.01,58.37,15.09,3.419,44.01,58.37,15.09,3316.29,2206.75,540.44,3214.71,6344.82,1553.88,5776.44,0.788,3755.15,7330.32
Colfax,2010,Colfax2010,high,No-till,23,2,high,none,BlancaG,23,hard,3.9,46.3,2,2,76,348,6,8,15,39.3,59.84,,2254.13,33.53,29.8,,11.92,11.54,71.92,56.53,234,327.57203,278.0966998,206,3.475,45.73,58.05,16.63,3.475,45.73,58.05,16.63,2891.15,1921.73,143.72,3026.09,5247.61,392.46,6821.2,0.9456,3169.81,7213.66
Colfax,2010,Colfax2010,high,No-till,24,2,high,none,LOUISE,24,soft,3.2,49,2,5,82,332,6.5,8,20,50.5,55.09,,1373.17,22.19,28.3,,12.28,10.83,33.97,54.14,219.1,296.0265661,309.5584134,109.1,3.264,41.79,54.25,15.2,3.264,41.79,54.25,15.2,2868.94,2323.77,287.2,2707.69,4247.13,524.91,3718.11,0.8763,2994.89,4243.02
Colfax,2010,Colfax2010,high,No-till,25,2,high,none,WALWORTH,25,hard,3.9,48.6,2,5,87,596,6.7,8,20,44.5,54.72,,1876.18,30.52,22.1,,15.86,11.57,75.3,51.35,199.1,208.2719715,198.2268473,313.1,3.577,51.44,66.45,19.36,3.577,51.44,66.45,19.36,2719.08,2232.77,265.17,3061.4,6840.6,812.4,5743.72,0.8761,3326.57,6556.12
Colfax,2010,Colfax2010,high,No-till,26,2,high,myco,BlancaG,28,hard,3.9,48.2,2,2,79,408,5.9,8,15,54.1,55.7,,958.37,15.32,24.9,,15.41,11.63,75.81,52.39,334.8,233.6034565,257.1176761,306.8,4.158,67.72,86.44,21.63,4.158,67.72,86.44,21.63,3246.61,2223.95,206.41,3155.05,2581.97,239.63,3023.71,0.9266,3361.46,3263.34
Colfax,2010,Colfax2010,high,No-till,27,2,high,myco,LOUISE,27,soft,3.2,46.9,2,2,91,380,6.5,5,5,45.2,59.64,,3290.13,49.11,36.5,,10.48,11.39,31.2,56.76,163.4,303.8350603,331.2660366,53.42,3.027,40.6,47.57,15.31,3.027,40.6,47.57,15.31,3028.71,2162.3,160.93,2815.58,9469.07,704.73,9263.62,0.9293,2976.51,9968.35
Colfax,2010,Colfax2010,high,No-till,28,2,high,myco,OTIS,29,hard,3.2,46.1,2,10,86,280,6,5,15,47.1,60.04,,2390.11,35.44,28,,11.35,11.22,31.33,56.6,193,177.8316602,225.9499976,83.04,3.173,44.26,61.52,14.62,3.173,44.26,61.52,14.62,3160.97,2273.23,201.72,3120.21,8693.82,771.45,7457.65,0.9063,3321.93,8229.1
Colfax,2010,Colfax2010,high,No-till,29,2,high,myco,WALWORTH,26,hard,3.9,43.8,5,20,83,692,6.5,8,20,40.1,58.71,,2514.73,38.13,27.5,,13.5,11.65,79.31,54.27,128.6,195.5751408,200.5286632,242.6,3.11,48.86,54.52,15.98,3.11,48.86,54.52,15.98,2678.77,2071.53,86.53,3272.64,8506.7,355.33,8229.83,0.9586,3359.17,8585.16
Colfax,2010,Colfax2010,high,No-till,30,2,high,myco,ALPOWA,30,soft,3.2,44.7,2,2,85,416,5.9,5,15,39.2,60.71,,2619.5,38.41,33.1,,9.56,11.4,24.75,58,143.1,350.4914788,439.483517,33.18,2.827,38.53,41.67,15.86,2.827,38.53,41.67,15.86,3341.98,2307.88,110.01,3081.84,8036.72,383.08,8072.88,0.9547,3191.85,8455.96
Colfax,2010,Colfax2010,high,No-till,31,2,low,myco,LOUISE,31,soft,3.3,37.6,2,2,90,288,6.2,5,15,42.4,59.54,,2507.33,37.49,37,,9.84,11.07,22.33,57.3,142.7,163.8382551,312.505784,32.76,3.1,39.24,42.34,15.36,3.1,39.24,42.34,15.36,3058.75,2308.6,128.92,2961.05,7704.4,430.22,7424.32,0.9452,3089.97,7854.54
Colfax,2010,Colfax2010,high,No-till,32,2,low,myco,BlancaG,32,hard,3.9,46.7,2,2,80,348,6.5,5,20,47,59.49,,2057.07,30.78,28.2,,12.7,11.94,70.16,54.98,253.4,141.3053162,60.51146416,225.4,3.438,44.49,69.64,18.2,3.438,44.49,69.64,18.2,3323.79,2258.96,405.41,3181.62,5629.23,1010.27,6544.81,0.8663,3587.03,7555.08
Colfax,2010,Colfax2010,high,No-till,33,2,low,myco,OTIS,33,hard,3.2,42.2,2,10,91,316,5.8,5,15,46.2,60.92,,2407.71,35.19,31.1,,10.11,11.3,31.26,58.01,153.7,243.6832346,297.1411086,43.77,3.784,41.27,48.25,18.64,3.784,41.27,48.25,18.64,3149.84,2173.6,181.31,3094.98,8373.96,698.52,7451.81,0.9143,3276.29,8150.33
Colfax,2010,Colfax2010,high,No-till,34,2,low,myco,WALWORTH,34,hard,3.9,41.8,2,10,88,528,6.7,8,20,36.6,59.42,,2476.78,37.1,28.6,,13.08,11.6,77.88,54.72,119.3,178.6590385,239.3592569,233.3,3.711,51.51,55.86,17.13,3.711,51.51,55.86,17.13,2730.34,2278.6,122.5,3288.72,9215.77,495.44,8145.42,0.9427,3411.22,8640.86
Colfax,2010,Colfax2010,high,No-till,35,2,low,myco,ALPOWA,35,soft,3.3,42,2,2,83,604,6.7,5,15,47.8,60.5,,3159.03,46.48,30.8,,10.85,11.4,30.02,56.71,189.7,264.1544703,287.0820331,79.76,2.958,42.38,40.33,14.34,2.958,42.38,40.33,14.34,2955.3,2281.57,204.52,3005.24,9581.55,858.9,9493.65,0.917,3209.76,10352.55
Colfax,2010,Colfax2010,high,No-till,36,2,low,none,WALWORTH,37,hard,5.3,40.1,2,5,82,460,6.5,5,15,43.4,58.86,,2411.09,36.46,29.9,,13.3,11.58,77.83,54.91,126.4,384.8517944,453.0072986,240.4,3.486,44.68,48.9,16.79,3.486,44.68,48.9,16.79,2908.17,2273.94,156.49,3366.29,8952.99,616.12,8116.41,0.9294,3522.78,8732.53
Colfax,2010,Colfax2010,high,No-till,37,2,low,none,BlancaG,39,hard,3.9,47.2,2,5,85,332,6,8,15,43.2,61.95,,,,30.6,,10.9,11.74,71.44,57.32,202.6,272.7633104,325.1624391,174.6,2.908,42.63,62.28,17.35,2.908,42.63,62.28,17.35,3279.12,2378.4,295.98,3185.55,25535.64,3177.76,28232.82,0.8988,3481.53,31410.58
Colfax,2010,Colfax2010,high,No-till,38,2,low,none,LOUISE,40,soft,3.3,42.7,2,2,88,392,6,5,10,45.3,58.36,,3133.35,47.8,37.5,,10.07,11.37,25.5,56.67,152.5,322.0197632,265.9538443,42.59,2.963,40.45,48.66,15.18,2.963,40.45,48.66,15.18,3301.16,2378.16,80.06,2996.24,9918.1,333.88,9388.28,0.9657,3076.3,9722.16
Colfax,2010,Colfax2010,high,No-till,39,2,low,none,OTIS,38,hard,3.2,39.5,2,10,87,380,6.5,5,15,44,59.89,,2320.38,34.49,29.5,,10.95,11.08,32.84,57.11,185.8,271.3810258,234.927849,75.85,3.495,43.48,52.33,19.01,3.495,43.48,52.33,19.01,3317.56,2302.96,343.33,3377.19,8550.51,1274.74,7836.34,0.8601,3720.52,9111.08
Colfax,2010,Colfax2010,high,No-till,40,2,low,none,ALPOWA,36,soft,3.3,40.8,2,2,86,532,5.8,5,20,42.6,58.71,,2553.56,38.72,29,,11.51,11.31,32.04,55.76,203.4,167.9380152,186.890905,93.42,2.865,46.98,42.82,13.91,2.865,46.98,42.82,13.91,3477.65,2246.01,161.36,3010.51,7624.37,547.74,7687.52,0.9335,3171.87,8235.26
Colfax,2010,Colfax2010,high,No-till,41,3,low,myco,BlancaG,41,hard,3.3,51.9,2,5,80,312,5.9,5,10,48.3,59.76,,2250.25,33.52,27.6,,12.25,11.83,77.64,55.91,250.3,137.7929311,325.1207192,222.3,3.101,49.21,63.41,18.05,3.101,49.21,63.41,18.05,3208.48,2183.48,168.58,3329.69,5952.11,459.53,7492.64,0.9422,3498.27,7952.17
Colfax,2010,Colfax2010,high,No-till,42,3,low,myco,OTIS,42,hard,3.2,37.9,2,10,93,344,5.9,5,20,50.7,60.22,,2346.06,34.68,28.7,,11.31,11.19,32.31,56.59,189.7,137.1669044,121.3998275,79.76,3.127,45.75,50.99,17.61,3.127,45.75,50.99,17.61,3156.61,2223.08,155.5,3269.9,8345.34,583.72,7671.39,0.9293,3425.4,8255.11
Colfax,2010,Colfax2010,high,No-till,43,3,low,myco,LOUISE,43,soft,3.3,38.8,2,2,87,360,6.2,5,15,46.8,57.24,,2641.56,41.08,33.7,,10.53,11.16,20.78,56.43,162.4,245.4558989,253.0717055,52.48,3.264,42.16,47.72,16.98,3.264,42.16,47.72,16.98,2952.87,2221.82,56.86,2936.95,7811.75,199.91,7758.15,0.9749,2993.81,7958.06
Colfax,2010,Colfax2010,high,No-till,44,3,low,myco,ALPOWA,44,soft,2.4,35.9,2,2,81,372,5.8,5,5,42.3,61.17,,2508.04,36.5,33.4,,10.63,11.42,27.73,57.01,181.5,193.348676,314.3730128,71.5,2.938,41.01,38.64,14.62,2.938,41.01,38.64,14.62,3202.11,2366.08,82.06,3000.03,7888.8,273.59,7524.18,0.9649,3082.09,7797.77
Colfax,2010,Colfax2010,high,No-till,45,3,low,myco,WALWORTH,45,hard,3.9,39.9,2,15,85,576,6.5,8,20,42.1,58.45,,2652.25,40.4,29,,12.61,11.53,72.23,54.94,97.5,275.5166085,407.8072073,211.4,3.298,72.48,51.17,17.1,3.298,72.48,51.17,17.1,2804.63,2248.44,239.51,3652.8,9738.06,1037.31,9688.14,0.9033,3892.31,10725.45
Colfax,2010,Colfax2010,high,No-till,46,3,low,none,WALWORTH,46,hard,3.9,42.2,5,15,88,580,6.7,8,40,38.6,58.84,,2369.66,35.85,27.7,,12.78,11.73,79.15,54.69,112.2,335.411254,311.6645962,226.2,3.176,47.54,53.24,19.17,3.176,47.54,53.24,19.17,2736.36,2011.94,269.09,3385.01,7785.34,1041.25,8021.33,0.8851,3654.1,9062.58
Colfax,2010,Colfax2010,high,No-till,47,3,low,none,ALPOWA,47,soft,2.4,39.1,2,2,81,492,5.7,5,15,47.6,58.04,,2773.04,42.53,36.3,,9.74,11.19,23.43,57.25,142.3,203.0714498,262.3887796,32.32,2.964,41.04,45.09,17.55,2.964,41.04,45.09,17.55,3557.58,2384.26,192.68,2876.15,8789.33,710.31,7975.67,0.9182,3068.83,8685.98
Colfax,2010,Colfax2010,high,No-till,48,3,low,none,LOUISE,48,soft,3.3,39.9,2,2,87,412,6,5,10,43.6,58.21,,2770.93,42.38,35.2,,9.7,11.34,19.22,57.49,144.9,321.2827719,390.6323903,34.99,2.939,40.15,44.31,16.73,2.939,40.15,44.31,16.73,3188.2,2392.04,200.88,2936.57,8822.1,740.86,8137.03,0.9166,3137.45,8877.89
Colfax,2010,Colfax2010,high,No-till,49,3,low,none,OTIS,49,hard,3.2,43.4,2,10,89,360,6.5,5,10,42,60.17,,2194.51,32.47,28.3,,11.33,11.58,66.85,56.97,211,274.8799916,297.2271263,183,2.982,42.99,53.92,17.9,2.982,42.99,53.92,17.9,3289.97,2278.48,253.58,3422.03,8000.76,890.45,7509.71,0.894,3675.61,8400.16
Colfax,2010,Colfax2010,high,No-till,50,3,low,none,BlancaG,50,hard,3.3,41.8,2,2,76,424,6,5,15,48.9,59.02,,1702.09,25.67,27.6,,12.95,11.81,69.29,54.93,265.9,286.6389135,385.8561162,237.9,3.549,49.73,58.91,17.89,3.549,49.73,58.91,17.89,3084.52,2362.27,306.42,3527.11,4870.84,631.82,6003.46,0.9048,3833.53,6635.28
